"ID","ID"
"Entity ID","エンティティID"
"Entity Type","エンティティタイプ"
"Message Body","本文"
"Message Parameters","メッセージパラメータ"
"Created At","作成日時"
"Processed At","送信日時"
"Mail queue viewer","メールキュービューワー"
"Email Queue","メールキュー"
"Delete","削除"
"Queue was successfully deleted.","キューを削除しました。"
